2014 TMU Site 1948 (LM600)
2014 TMU Site 6046 (LM915)
2014 TMU Site 6132 (LM756)
2014 MIDAS Site V11526 (LM1030)
2014 TMU Site 1914 (LM799)
2014 MIDAS Site 3358 (LM800)
2014 TMU Site 3324 (AL3379)
2014 TMU Site 1671 (LM894)
2014 TMU Site 30014030 (LM815)
2014 TMU Site 3317 (LM750)
2014 TMU Site V20139 (AL1039)
2014 TMU Site V11141 (LM783)
2014 TMU Site 3757 (LM822)
2014 TMU Site 30014248 (LM890)
2014 MIDAS Site 6122 (LM758)
2014 MIDAS Site 1514 (LM884)
2014 TMU Site 30014182 (LM668)
2014 TMU Site 6043 (LM910)
2014 TMU Site 30013760 (AL3329)
2014 TMU Site 6233 (LM749)
2014 TMU Site V20083 (LM959)
2014 TMU Site 1649 (LM817)
2014 MIDAS Site 30014173 (LM619)
2014 MIDAS Site 30014025 (LM751)
2014 TMU Site 30014041 (LM876)
2014 TMU Site 6234 (LM748)
2014 TMU Site 30013759 (AL901)
2014 MIDAS Site 3359 (LM801)
2014 TMU Site 6754 (AL1365)
2014 TMU Site 3979 (AL1333)
2014 MIDAS Site 6406 (LM768)
2014 TMU Site 30014180 (LM667)
2014 MIDAS Site 6027 (LM805)
2014 MIDAS Site 3340 (LM786)
2014 TMU Site 30014176 (LM659)
2014 TMU Site 6367 (LM940)
2014 TMU Site 6161 (LM765)
2014 TMU Site 3976 (AL3328)
2014 TMU Site 30014173 (LM622)
2014 TMU Site 30014185 (LM677)
2014 MIDAS Site 6346 (LM874)
2014 TMU Site 6337 (LM842)
2014 TMU Site 6181 (LM773)
2014 MIDAS Site 6300 (LM952)
2014 TMU Site 3356 (LM789)
2014 TMU Site 1661 (LM846)
2014 TMU Site 1607 (AL3015)
2014 TMU Site 1606 (AL3014)
2014 TMU Site 1520 (LM891)
2014 TMU Site V20079 (LM970)
2014 TMU Site 3751 (LM672)
2014 TMU Site 1660 (LM851)
2014 TMU Site 3952 (LM598)
2014 MIDAS Site 3370 (LM808)
2014 TMU Site 3313 (LM641)
2014 TMU Site 6281 (LM1029)
2014 TMU Site 30013761 (AL1334)
2014 TMU Site 30014048 (LM902)
2014 TMU Site 3338 (LM89)
2014 TMU Site 3930 (LM950)
2014 TMU Site V20082 (LM966)
2014 MIDAS Site 3756 (LM823)
2014 MIDAS Site 3888 (LM651)
2014 TMU Site 6791 (LM900)
2014 MIDAS Site 6034 (LM792)
2014 TMU Site V40001 (LM814)
2014 TMU Site 3374 (LM760)
2014 TMU Site 6151 (LM763)
2014 TMU Site V20082 (LM961)
2014 TMU Site 30014189 (LM956)
2014 TMU Site 3338 (LM94)
2014 TMU Site 3339 (LM93)
2014 TMU Site 6022 (LM802)
2014 TMU Site 30014874 (AL3656)
2014 MIDAS Site 3350 (LM907)
2014 TMU Site 30014176 (LM657)
2014 TMU Site 30014248 (LM888)
2014 TMU Site 6162 (LM764)
2014 TMU Site 3348 (LM793)
2014 MIDAS Site 3371 (LM807)
2014 TMU Site 6042 (LM911)
2014 TMU Site 30014170 (AL3007)
2014 TMU Site 6016 (LM776)
2014 MIDAS Site 3357 (LM788)
2014 TMU Site 1858 (LM665)
2014 MIDAS Site 6345 (LM875)
2014 MIDAS Site 6301 (LM953)
2014 TMU Site 1851 (LM625)
2014 TMU Site 30014165 (AL1370A)
2014 TMU Site 30014874 (AL3658)
2014 TMU Site 3346 (LM779)
2014 MIDAS Site 6779 (LM957)
2014 TMU Site 6296 (LM87)
2014 TMU Site 6790 (AL3012)
2014 TMU Site 1677 (LM909)
2014 TMU Site 6033 (LM791)
2014 TMU Site 6218 (LM813)
2014 TMU Site 3339 (LM91)
2014 MIDAS Site 6347 (LM654)
2014 TMU Site 1606 (AL3011)
2014 TMU Site 3339 (LM90)
2014 TMU Site 1607 (AL3016)
